user_id,recommendations,recommended_main_categories,recommended_sub_categories,purchased_products,purchased_main_categories,purchased_sub_categories,precision@k
2911,"['Product_Electric Griddle with Lid', 'Product_Electric Griddle with Lid', 'Product_Electric Griddle with Removable Plates', 'Product_Electric Ice Cream Maker', 'Product_Electric Griddle']",['Kitchen'],['Cooking Appliances'],[4],['Kitchen'],['Cooking Appliances'],0.95
2913,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Kitchen', 'Toys', 'Audio', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Smart Home Accessories']","[1, 2, 3, 4, 5, 6, 7, 8]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories']",0.95
2923,"['Product_Vegetable Stir-Fry Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce']",['Food'],['Asian Sauces'],[7],['Food'],['Asian Sauces'],0.95
2928,"['Product_Striped T-Shirt', 'Product_Water-Resistant Bluetooth Speaker', 'Product_Bluetooth Shower Speaker', 'Product_Water-Resistant Bluetooth Speaker', 'Product_Striped T-Shirt']","['Kitchen', 'Audio']","['Drinkware', 'Portable Speakers']",[2],['Kitchen'],['Drinkware'],0.65
2933,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit', ""Product_Kids' STEM Robotics Kit""]",['Toys'],['Educational Toys'],[1],['Toys'],['Educational Toys'],0.95
2937,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Toys', 'Audio']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Health Drinks']","[1, 2, 3, 4, 5, 6]","['Toys', 'Kitchen', 'Food', 'Audio']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils']",0.95
2938,"['Product_Striped T-Shirt', 'Product_Striped T-Shirt', 'Product_Graphic Print Tee', 'Product_Organic Cotton Crew Neck', 'Product_Graphic Print Tee']",['Kitchen'],['Drinkware'],[2],['Kitchen'],['Drinkware'],0.95
2946,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Electric Rice Cooker', 'Product_Puzzle 3D Model Kit']","['Toys', 'Kitchen']","['Educational Toys', 'Cooking Appliances']","[1, 4]","['Toys', 'Kitchen']","['Educational Toys', 'Cooking Appliances']",0.95
2947,"['Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink']","['Kitchen', 'Smart Home', 'Food', 'Toys']","['Cooking Appliances', 'Smart Home Accessories', 'Juice', 'Educational Toys', 'Health Drinks']","[1, 2, 3, 8]","['Toys', 'Kitchen', 'Food', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Home Automation Accessories']",0.95
2949,"['Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie Mix', 'Product_Peach Mango Smoothie']",['Food'],['Smoothies'],[3],['Food'],['Smoothies'],0.95
2950,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Audio', 'Smart Home', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories', 'Educational Toys']","[2, 4, 7]","['Kitchen', 'Food']","['Drinkware', 'Cooking Appliances', 'Asian Sauces']",0.65
2951,"['Product_Striped T-Shirt', 'Product_Striped T-Shirt', 'Product_Graphic Print Tee', 'Product_Organic Cotton Crew Neck', 'Product_Graphic Print Tee']",['Kitchen'],['Drinkware'],[2],['Kitchen'],['Drinkware'],0.95
2953,"['Product_Electric Stir Fry Pan', 'Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Kitchen', 'Food', 'Toys']","['Cooking Appliances', 'Juice', 'Educational Toys', 'Health Drinks', 'Small Appliances']","[1, 2, 9]","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Drinkware', 'Olive Products']",0.95
2958,"['Product_Fruit Medley Juice', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink']","['Food', 'Smart Home', 'Audio', 'Toys']","['Juice', 'Smart Home Accessories', 'Earbuds', 'Educational Toys', 'Health Drinks']",[9],['Food'],['Olive Products'],0.55
2959,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Smart Home', 'Audio', 'Toys']","['Juice', 'Cooking Appliances', 'Smart Home Accessories', 'Earbuds', 'Educational Toys']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
2961,"['Product_Striped T-Shirt', 'Product_Striped T-Shirt', 'Product_Graphic Print Tee', 'Product_Organic Cotton Crew Neck', 'Product_Graphic Print Tee']",['Kitchen'],['Drinkware'],[2],['Kitchen'],['Drinkware'],0.95
2964,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Kitchen', 'Toys', 'Audio', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Smart Home Accessories']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
2965,"['Product_Smart Plug', 'Product_Smart Plug', 'Product_Smart Plug', 'Product_Smart Plug', 'Product_Smart Thermostat']",['Smart Home'],"['Home Automation Accessories', 'Home Automation']",[8],['Smart Home'],['Home Automation Accessories'],0.95
2970,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Food', 'Kitchen', 'Toys']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Health Drinks', 'Small Appliances']","[3, 4]","['Food', 'Kitchen']","['Smoothies', 'Cooking Appliances']",1.0
2974,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit', ""Product_Kids' STEM Robotics Kit""]",['Toys'],['Educational Toys'],[1],['Toys'],['Educational Toys'],0.95
2977,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit', ""Product_Kids' STEM Robotics Kit""]",['Toys'],['Educational Toys'],[1],['Toys'],['Educational Toys'],0.95
2978,"['Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Fruit Medley Juice', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Cooking Appliances', 'Juice', 'Health Drinks', 'Small Appliances']","[1, 2, 3]","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Drinkware', 'Smoothies']",0.95
2987,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit', 'Product_Rice Cakes']","['Food', 'Kitchen']","['Juice', 'Cooking Appliances', 'Health Drinks', 'Japanese Cooking Kits', 'Healthy Snacks']",[6],['Food'],['Infused Oils'],0.9500000000000001
2991,"['Product_Mediterranean Olives', 'Product_Mediterranean Olives', 'Product_Mediterranean Olives', 'Product_Wild Rice & Quinoa Mix', 'Product_Truffle Parmesan Fries']",['Food'],"['Olive Products', 'Grain Blends', 'Gourmet Snacks']",[9],['Food'],['Olive Products'],0.95
2994,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Toys', 'Kitchen', 'Audio', 'Smart Home']","['Juice', 'Educational Toys', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
2996,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Smart Thermostat with Wi-Fi', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Toys', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Smart Home Accessories', 'Health Drinks']","[1, 2, 3, 4, 6, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Infused Oils', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
3001,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Smart Thermostat with Wi-Fi', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Toys', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Smart Home Accessories', 'Health Drinks']",[7],['Food'],['Asian Sauces'],0.55
3002,"['Product_Vegetable Stir-Fry Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce']",['Food'],['Asian Sauces'],[7],['Food'],['Asian Sauces'],0.95
3003,"['Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Fruit Medley Juice']",['Food'],"['Frozen Meat Products', 'Juice']",[10],['Food'],['Frozen Meat Products'],0.95
3008,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Smart Home', 'Audio']","['Juice', 'Cooking Appliances', 'Smart Home Accessories', 'Earbuds', 'Health Drinks']","[2, 3, 4, 5, 6, 7, 8, 9, 10]","['Kitchen', 'Food', 'Audio', 'Smart Home']","['Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
3009,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit', ""Product_Kids' STEM Robotics Kit""]",['Toys'],['Educational Toys'],"[1, 9]","['Toys', 'Food']","['Educational Toys', 'Olive Products']",0.95
3017,"['Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Fruit Medley Juice', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Cooking Appliances', 'Juice', 'Health Drinks', 'Small Appliances']","[1, 2, 3, 4]","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances']",0.95
3022,"['Product_Fruit Medley Juice', 'Product_Apple AirPods 3', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink']","['Food', 'Audio', 'Kitchen', 'Toys']","['Juice', 'Earbuds', 'Cooking Appliances', 'Educational Toys', 'Health Drinks']",[6],['Food'],['Infused Oils'],0.55
3023,"['Product_Smart Thermostat with Wi-Fi', 'Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Smart Light Bulbs', 'Product_Smart Light Bulbs']","['Smart Home', 'Food', 'Toys']","['Smart Home Accessories', 'Juice', 'Educational Toys', 'Smart Lighting']",[8],['Smart Home'],['Home Automation Accessories'],0.8
3026,"['Product_Mediterranean Olives', 'Product_Mediterranean Olives', 'Product_Mediterranean Olives', 'Product_Wild Rice & Quinoa Mix', 'Product_Truffle Parmesan Fries']",['Food'],"['Olive Products', 'Grain Blends', 'Gourmet Snacks']",[9],['Food'],['Olive Products'],0.95
3028,"['Product_Vegetable Stir-Fry Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce']",['Food'],['Asian Sauces'],[7],['Food'],['Asian Sauces'],0.95
3029,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3']","['Food', 'Kitchen', 'Toys', 'Smart Home', 'Audio']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Smart Home Accessories', 'Earbuds']","[2, 8, 9]","['Kitchen', 'Smart Home', 'Food']","['Drinkware', 'Home Automation Accessories', 'Olive Products']",0.95
3031,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Toys', 'Audio']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Health Drinks']","[1, 2, 3, 4, 5, 6]","['Toys', 'Kitchen', 'Food', 'Audio']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils']",0.95
3042,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Audio', 'Smart Home', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories', 'Educational Toys']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
3044,"['Product_Electric Griddle with Lid', 'Product_Peach Mango Smoothie', 'Product_Electric Griddle with Lid', 'Product_Electric Griddle with Removable Plates', 'Product_Peach Mango Smoothie']","['Kitchen', 'Food']","['Cooking Appliances', 'Smoothies']",[3],['Food'],['Smoothies'],0.65
3049,"['Product_Striped T-Shirt', 'Product_Striped T-Shirt', 'Product_Graphic Print Tee', 'Product_Organic Cotton Crew Neck', 'Product_Graphic Print Tee']",['Kitchen'],['Drinkware'],[2],['Kitchen'],['Drinkware'],0.95
3051,"['Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie Mix', 'Product_Peach Mango Smoothie']",['Food'],['Smoothies'],[3],['Food'],['Smoothies'],0.95
3054,"['Product_Electric Griddle with Lid', 'Product_Electric Griddle with Lid', 'Product_Electric Griddle with Removable Plates', 'Product_Mediterranean Olives', 'Product_Electric Ice Cream Maker']","['Kitchen', 'Food']","['Cooking Appliances', 'Olive Products']",[9],['Food'],['Olive Products'],0.4
3055,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Striped T-Shirt', 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit']","['Toys', 'Kitchen']","['Educational Toys', 'Drinkware']","[1, 2]","['Toys', 'Kitchen']","['Educational Toys', 'Drinkware']",0.95
3056,"['Product_Smart Plug', 'Product_Smart Plug', 'Product_Smart Plug', 'Product_Smart Plug', 'Product_Smart Thermostat']",['Smart Home'],"['Home Automation Accessories', 'Home Automation']",[8],['Smart Home'],['Home Automation Accessories'],0.95
3057,"['Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Toilet Paper (12 rolls)']",['Food'],"['Infused Oils', 'Household Supplies']",[6],['Food'],['Infused Oils'],0.95
3061,"['Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Fruit Medley Juice']",['Food'],"['Frozen Meat Products', 'Juice']",[10],['Food'],['Frozen Meat Products'],0.95
3069,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Kitchen', 'Toys', 'Audio', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Smart Home Accessories']","[1, 2, 3, 4, 5, 6, 7, 8]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories']",0.95
3071,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit', 'Product_Rice Cakes']","['Food', 'Kitchen']","['Juice', 'Cooking Appliances', 'Health Drinks', 'Japanese Cooking Kits', 'Healthy Snacks']",[7],['Food'],['Asian Sauces'],0.9500000000000001
3073,"['Product_Vegetable Stir-Fry Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce']",['Food'],['Asian Sauces'],[7],['Food'],['Asian Sauces'],0.95
3074,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Audio', 'Smart Home', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories', 'Educational Toys']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
3079,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit', ""Product_Kids' STEM Robotics Kit""]",['Toys'],['Educational Toys'],"[1, 10]","['Toys', 'Food']","['Educational Toys', 'Frozen Meat Products']",0.95
3081,"['Product_Water-Resistant Bluetooth Speaker', 'Product_Bluetooth Shower Speaker', 'Product_Water-Resistant Bluetooth Speaker', 'Product_Bluetooth Shower Speaker', 'Product_Water-Resistant Bluetooth Speaker']",['Audio'],['Portable Speakers'],[5],['Audio'],['Portable Speakers'],0.95
3082,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Kitchen', 'Audio', 'Toys', 'Smart Home']","['Juice', 'Cooking Appliances', 'Earbuds', 'Educational Toys', 'Smart Home Accessories']","[1, 2, 3, 5, 6, 7, 8, 9]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products']",0.95
3083,"['Product_Electric Griddle with Lid', 'Product_Electric Griddle with Lid', 'Product_Electric Griddle with Removable Plates', 'Product_Electric Ice Cream Maker', 'Product_Electric Griddle']",['Kitchen'],['Cooking Appliances'],[4],['Kitchen'],['Cooking Appliances'],0.95
3085,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Food', 'Toys', 'Kitchen']","['Juice', 'Educational Toys', 'Cooking Appliances', 'Health Drinks', 'Small Appliances']","[1, 2, 3, 9]","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Drinkware', 'Smoothies', 'Olive Products']",0.95
3090,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Smart Home', 'Audio', 'Toys']","['Juice', 'Cooking Appliances', 'Smart Home Accessories', 'Earbuds', 'Educational Toys']","[1, 2, 3, 4, 5, 6, 7, 8]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories']",0.95
3091,"['Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Fruit Medley Juice']",['Food'],"['Frozen Meat Products', 'Juice']",[10],['Food'],['Frozen Meat Products'],0.95
3092,"['Product_Fruit Medley Juice', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit']","['Food', 'Audio', 'Toys']","['Juice', 'Earbuds', 'Educational Toys', 'Health Drinks', 'Japanese Cooking Kits']",[7],['Food'],['Asian Sauces'],0.8
3096,"['Product_Electric Griddle with Lid', 'Product_Electric Griddle with Lid', 'Product_Electric Griddle with Removable Plates', 'Product_Electric Ice Cream Maker', 'Product_Electric Griddle']",['Kitchen'],['Cooking Appliances'],[4],['Kitchen'],['Cooking Appliances'],0.95
3105,"['Product_Smart Thermostat with Wi-Fi', 'Product_Fruit Medley Juice', 'Product_Smart Light Bulbs', 'Product_Smart Light Bulbs', 'Product_Wi-Fi Enabled Smart Light Switch']","['Smart Home', 'Food']","['Smart Home Accessories', 'Juice', 'Smart Lighting']",[8],['Smart Home'],['Home Automation Accessories'],0.9500000000000001
3108,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit']","['Food', 'Toys', 'Kitchen']","['Juice', 'Educational Toys', 'Cooking Appliances', 'Health Drinks', 'Japanese Cooking Kits']",[9],['Food'],['Olive Products'],0.8
3116,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Audio', 'Smart Home', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories', 'Educational Toys']","[1, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Food', 'Kitchen', 'Audio', 'Smart Home']","['Educational Toys', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
3118,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Audio', 'Smart Home', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories', 'Educational Toys']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
3119,"['Product_Fruit Medley Juice', 'Product_Smart Thermostat with Wi-Fi', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit']","['Food', 'Smart Home', 'Kitchen']","['Juice', 'Smart Home Accessories', 'Cooking Appliances', 'Health Drinks', 'Japanese Cooking Kits']",[9],['Food'],['Olive Products'],0.8
3121,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Kombucha Drink']","['Food', 'Toys', 'Kitchen', 'Smart Home']","['Juice', 'Educational Toys', 'Cooking Appliances', 'Smart Home Accessories', 'Health Drinks']","[1, 2, 3, 4, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
3123,"['Product_Fruit Medley Juice', 'Product_Apple AirPods 3', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit']","['Food', 'Audio', 'Kitchen']","['Juice', 'Earbuds', 'Cooking Appliances', 'Health Drinks', 'Japanese Cooking Kits']",[3],['Food'],['Smoothies'],0.8
3128,"['Product_Smart Thermostat with Wi-Fi', 'Product_Sesame Garlic Stir-Fry Sauce', 'Product_Apple AirPods 3', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit']","['Smart Home', 'Food', 'Audio', 'Kitchen', 'Toys']","['Smart Home Accessories', 'Asian Sauces', 'Earbuds', 'Cooking Appliances', 'Educational Toys']",[8],['Smart Home'],['Home Automation Accessories'],0.30000000000000004
3137,"['Product_Fruit Medley Juice', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink']","['Food', 'Smart Home', 'Audio', 'Kitchen']","['Juice', 'Smart Home Accessories', 'Earbuds', 'Cooking Appliances', 'Health Drinks']",[9],['Food'],['Olive Products'],0.55
3143,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3']","['Food', 'Kitchen', 'Smart Home', 'Toys', 'Audio']","['Juice', 'Cooking Appliances', 'Smart Home Accessories', 'Educational Toys', 'Earbuds']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products']",0.95
